id,company_name,domain_name,specialties,short_description,about_us,horizontal,technology_segment1,technology_segment2,technology_segment3,technology_segment4,business_model
45998,StatSocial,statsocial.com,"Information Services,Analytics,Market Research,Information Technology","Enabling brands and publishers to understand, segment and target their social audiences.","StatSocial is the premier provider of social data, enabling brands and publishers to understand, segment and target their audiences on the web. StatSocial is headquartered in New York City.",Enterprise Apps,Marketing,Social Media Monitoring,0,0,Marketing-Social Media Monitoring-0-0
37682,Hashtago,hashtago.com,"Social Media Marketing,SaaS,Video Advertising,Social Media,Big Data",Hashtago is a cutting edge technological solution for cross-platform digital marketing campaigns.,"Hashtago is your reliable provider of Digital Marketing solutions combining data-driven technology with personalized service. Our mission is to give you best in class online tools to maximize marketing activities ROI. With over 5 years of experience, our team of result-driven account managers and qualified engineers is considered to find the right fit for our partners.  For online advertising inquiries please visit http://adtago.hashtago.com/ or mail us adtago@hashtago.com",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Social Media,Marketing-Content Marketing-Content Distribution-Social Media
62479,Kmsocial,kmsocial.cn,"Social Media Management,Enterprise Software",Kmsocial is a provider of social media management tools focused on helping customers to achieve promotion across social media channels.,"Kmsocial (Œ_Ó_÷_ç_____ç¨Áçê /_ü_Œ_©Œ¬Å_äÂ) is a provider of high-performing social media management tools focused on helping customers to achieve efficient promotion across multiple social media channels.   Its core product is the Kongming Social Management Platform, which offers services such as Weibo operation, social media monitoring, CRM, social network ads, data analysis, and more.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Social Media,Marketing-Content Marketing-Content Distribution-Social Media
35914,FanFueled,fanfueled.com,"Direct Marketing,Events,Publishing,File Sharing,E-Commerce,Loyalty Programs,Advertising,Brand Marketing","FanFueled Engagement Systems empower brands to build, congregate, mobilize and monetize fan communities.",FanFueled provides patented ‰ÛÏROI‰Ûù Technology (Return On Influence) to track & reward influence beyond one degree of separation.åÊ FanFueled is a peer-to-peer-to-peer social-marketing platform that rewards consumers for sharing purchases with their friends. Its patented technology authenticates and rewards consumers on multiple degrees of separation for additional purchases that result from their activity.åÊ,Enterprise Apps,Marketing,Content Marketing,Content Distribution,Social Media,Marketing-Content Marketing-Content Distribution-Social Media
56641,Ematic,ematicsolutions.com,"CRM,Consulting,Data Integration,SaaS,Email Marketing,Marketing Automation",Helping brands turn email into a high-performing revenue channel: powered by self-optimising AI.,"We‰Ûªre a nimble team of email experts, metric-obsessed marketers, developers and data nerds who believe that AI can take email marketing where it has never been before.   Our technology harnesses the power of predictive AI and automated optimisation to help brands unlock massive revenue gains while turning email into their most profitable marketing channel.   Hundreds of customers have achieved exceptional results using our product - including some of the world‰Ûªs most loved brands in beauty, eCommerce, fashion, hospitality, travel, and tech. We have also been backed by world-class investors such as 500 Startups, MDI/Telkom, Walden International, Wavemaker Partners and Convergence Ventures.  Founded in 2012 and headquartered in Singapore, our global family of 80+ awesome people is spread across offices in San Francisco, Singapore, Indonesia, Malaysia, Thailand, Philippines, Vietnam, Hong Kong and Bosnia (with more offices currently in the works).",Enterprise Apps,Marketing,Conversion Rate Optimization,0,0,Marketing-Conversion Rate Optimization-0-0
75849,Voxa,voxa.com,"Information Technology,Messaging,SaaS",Enterprise Email Intelligence. Get control over your largest time and labor investment: email.,"Voxa is a messaging intelligence platform that accelerates response time and unleashes the power of business email. Go faster, smarter.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Email,Marketing-Content Marketing-Content Distribution-Email
31744,App Virality,appvirality.com,"Mobile,Developer Tools,Apps",AppVirality is a plug-and-play growth hacking toolkit for mobile applications.,"AppVirality is a Plug and Play Growth Hacking Toolkit For Mobile Apps that helps app developers in identifying and implementing the right growth techniques, no coding required. Simple SDK integration and Do It Yourself dashboard to rule everything.   A/B testing and In-depth analytics help businesses with meaningful data to optimize techniques and increase app downloads and user engagement.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Mobile,Marketing-Content Marketing-Content Distribution-Mobile
38700,iPositioning,ipositioning.com,"Social Media Marketing,Content Creators,Brand Marketing,Enterprise Software,Marketing Automation,SaaS","Cloud/SaaS software company for marketers to ideate, organize, & share dazzling messaging.","iPositioning was founded in 2013 with a mission devoted to helping B2B marketing teams create brilliant messaging.  Our company is bringing together passionate marketing professionals, creative design talents, and amazing enterprise cloud software engineers to invent cloud applications that marketing teams use everyday to increase their messaging  performance.",Enterprise Apps,Marketing,Content Marketing,Content Creation,0,Marketing-Content Marketing-Content Creation-0
72999,Synup,synup.com,"Internet,Marketing,Software",Synup helps marketers monitor where their brands are mentioned online.,"Synup offers a set of tools to help make life easier for local marketing consultants, agencies and brands that want to advertise locally. We stitch together multiple platforms to make local online marketing a breeze.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
335602,The Seventh Sense,theseventhsense.com,"Email Marketing,Marketing,Advertising,Sales,Email",Seventh Sense is a sales and marketing software platform that has pioneered a new approach to the sales and marketing process.,"Seventh Sense was designed to plug into HubSpot, Marketo and existing email systems and quietly listen. Listen for the times that individuals engage with you, capture their patterns and allow you to take action on that data.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Email,Marketing-Content Marketing-Content Distribution-Email
61382,Instaclique,instaclique.com,"Shopping,Online Forums,E-Commerce","InstaClique helps online shoppers engage with their friends and family who could be online while they are shopping, and make social","InstaClique helps online shoppers engage with their friends and family who could be online while they are shopping, and make social recommendations.",Enterprise Apps,Marketing,Conversion Rate Optimization,Web Analytics,0,Marketing-Conversion Rate Optimization-Web Analytics-0
43845,Reactful,reactful.com,"Predictive Analytics,Analytics,Machine Learning,Direct Marketing",Powerfully simple technology and expert knowledge so you can program your digital fronts to sense visitor intent and react in real time.,"Powerfully simple technology and expert knowledge so you can program your digital fronts to sense visitor intent and react in real time.   They equip you with proprietary technology that boosts your site in seconds, allowing you to automatically understand real-time visitor intent and react accordingly.   Top consumer companies like Procter & Gamble and Kimberly Clark, as well as tech companies like UserTesting and Insideview use the Reaction Studio to boost visitor engagement and conversion.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
72810,Surrounds,surrounds.me,"Social Media,SaaS,Marketing Automation,Software,Social Media Marketing",SurroundsMe is a SaaS-based platform that connects brands with their advocates to engage in social media tasks.,"SurroundsMe automates social media marketing, turning loyal customers into advocates and content creators for businesses.  SurroundsMe is a Software as a Service platform which connects brands with their top advocates to engage in Social Media tasks related to business or communication objectives. Companies who sign up are able to intuitively create a plan for how to 'be' social through an intuitive business & communication objectives profiler wizard which generates a Social Media Marketing Strategy.  The core of the application works as a tool for identifying and managing top brand advocates by providing appropriate assignments to meet Social KPI's.  This is achieved through custom tailored task lists relating to social media marketing objectives and includes a social ramification element through an advocate leader board and perks system.  Finally a support tier is added through a library of resources and training videos, ebooks and live and recorded webinars.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Social Media,Marketing-Content Marketing-Content Distribution-Social Media
42297,Oye Business Intelligence,oyeintelligence.com,"Big Data,Information Technology,Social Media,Analytics","OYE! solution provides organizations with unique insights into Hispanic conversations online, regardless of the language they speak","OYE! is a business intelligence solution that provides organizations with unique insights into Hispanic conversations online, regardless of the language they speak.   OYE! has created a proprietary technology that identifies Hispanics through a combination of different factors, all of which determine the likelihood the creator of a given piece of content is Hispanic our analytical model turn data into actionable insights identifying the best customers and level of acculturation as well as social influencers for a specific brand or industry.   OYE! solution effectively tracks, segments, and monitors real-time online conversations so our clients can make educated business decisions and develop culturally relevant communications with the fastest growing ethnic group in the U.S.",Enterprise Apps,Marketing,Social Media Monitoring,0,0,Marketing-Social Media Monitoring-0-0
75297,Vbout,vbout.com,"Social Media Marketing,Lead Generation,Email Marketing,Marketing Automation",Multi-channel Marketing Platform for Small Team and Agencies,"Vbout is multi-channel marketing automation technology that helps businesses collect leads and convert them into loyal customers. The software saves time and increases efficiency by combining several essential marketing tools into one powerful platform. Features include social media management, a landing page builder, email marketing tools, a customer journey builder and in-depth user profiling. Vbout‰Ûªs platform also includes built-in reporting and analytics to optimize campaigns and track all engagement with your leads.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
39325,Klangoo,klangoo.com,"Text Analytics,SEO,Content Discovery,Personalization,Publishing",Audience Engagement Solution for publishers and content aggregators based on Deep Contextual Analysis of Text,"Klangoo provides magnet audience engagement, publishing, analytics, and integration solutions to its clients. Its audience engagement solutions offer personalized recommendations, automated summaries, Meta tags, and entity pages. In addition, the platform provides semantically-driven reports and integrated widget solutions. Klangoo was founded in 2014 by Johnny Aziz, Eddy Tourma, Romeo Issa, and Walid Saba and is based in New Jersey.",Enterprise Apps,Marketing,Content Marketing,Content Curation,0,Marketing-Content Marketing-Content Curation-0
47433,Tribe,tribegroup.co,"Brand Marketing,Content,Social Media",A marketplace for influencers and the brands that need them.,"Social Influencers have become powerful allies in the marketing world, yet most remain unaware of their value, with no platform to initiate conversations with their favourite brands.  Until now.  TRIBE is a marketplace where brands can easily invite and brief these Influencers to activate powerful 1:1 campaigns and engage audiences they‰Ûªre desperate to reach.  Driven by an experienced team of entrepreneurs, TRIBE is word of mouth marketing at scale.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Influencer,Marketing-Content Marketing-Content Distribution-Influencer
85979,Effective Measure,effectivemeasure.com,"Classifieds,Advertising,Social Media",Effective Measure is an online audience measurement tool thatåÊcombines demographic information with direct-from-site data.,"Effective Measure is an online Audience Measurement tool, headquartered in Australia, with offices in Dubai, London, New York, Melbourne, Sydney and Singapore.   Effective Measure combines demographic information with direct-from-site data. Effective Measure's user information comes from a combintation of online panel, census based page tagging and online survey.   Effective Measure has grown rapidly in the 5 months since commercial launch, and now claims over 95 million people in their audience measurement network.",Enterprise Apps,Marketing,Social Media Monitoring,0,0,Marketing-Social Media Monitoring-0-0
69388,Referron,referron.com,"Social Media,CRM",Referron is a mobile application enabling customers to promote a business by sending referrals from their mobile devices.,Referron is a platform that makes it easier for your customers or champions to send referrals.  Referron is a mobile application that allows your customers to promote your business right from their device.,Enterprise Apps,Marketing,Content Marketing,Content Distribution,Social Media,Marketing-Content Marketing-Content Distribution-Social Media
56325,eBrandValue,ebrandvalue.com,Social Media,Real time Nielsen ratings for brands. We determine whether consumers purchase brands based on social. Our metrics are correlated with sales.,eBrandValue is an enterprise SaaS that processes social media-based bigdata to help businesses evaluate and create effective marketing strategies and measure ROI using sales correlated metrics.,Enterprise Apps,Marketing,Social Media Monitoring,0,0,Marketing-Social Media Monitoring-0-0
73997,Timeline Labs,timelinelabs.com,"Content,Real Time","Timeline Labs operates a platform for media companies and brands to discover, display, and measure social content and conversations.","Timeline Labs (TLL) operates a platform for media companies and brands to discover, display, and measure social content and conversations.  The platform‰Ûªs customized tools alert its users to the trending social content conversations relevant to their target audiences; content management system allows its users to publish discovered and editorially-relevant social content to engaging and custom-designed web widgets as well as broadcast graphics for their web and TV properties; and analytics solutions track and measure breaking news, companies, sports teams, celebrities, and individual pieces of content.  Timeline Labs was formerly known as Attensity Media, LLC. It was incorporated in 2012 and is based in Santa Monica, California with an additional office in San Francisco, California.",Enterprise Apps,Marketing,Social Media Monitoring,0,0,Marketing-Social Media Monitoring-0-0
101334,Scup,scup.com,"Social Media Marketing,Software,SaaS,Social Media",Social media monitoring platform,"Scup is a Latin-American social media hub that helps companies listen to conversations, boost their social presence, interact with consumers and measure results on channels like Twitter, Facebook and Google+. In 2015 we have been acquired by Sprinklr Inc.",Enterprise Apps,Marketing,Social Media Monitoring,0,0,Marketing-Social Media Monitoring-0-0
248818,HelloWorld,helloworld.com,"Consumer,Marketing,Advertising",HelloWorld is a marketing solutions agency that provides a rich consumer engagement platform.,"HelloWorld is a marketing solutions agency that provides a rich consumer engagement platform. The company creates promotional campaigns, advergames, CRM programs, and loyalty solutions for Fortune 500 brands and agencies. It also offers loyalty services as well as analytics and optimization services. In addition, the company provides mobile services, including mobile loyalty, promotions, mobile text and push messaging, mobile SDK, coupons, and POS integration services; and social services, such as chance-to-win promotions, social loyalty, viral sharing, engagement, and campaign strategy services. Further, it provides live events services such as concerts and sporting events, broadcast TV, non-profit events, and industry conferences; technology services, including SaaS-based solutions and custom application development, secure and scalable infrastructure, fraud detection and prevention technologies, and big data analytics services; and agency services such as illustration and animation, photo and video shoot...",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Mobile,Marketing-Content Marketing-Content Distribution-Mobile
81574,Brand Affinity Technologies,brandaffinity.net,"Sports,Advertising,Media and Entertainment",Brand Affinity Technologies (BAT) connects brands and audiences with prominent influencers for use in cross-platform campaigns.,"Brand Affinity Technologies, or BAT, the latest venture of Ryan & Chad Steelberg. BAT unlocks the marketing power of celebrity through research, endorsements and interactive experiences.  Celebrity & Research: Under the Steelbergs leadership, BAT has secured exclusive relationships with over 3750 athletes and celebrities.  As well, BAT's research engine tracks real-time consumer affinity metrics for more than 45,000 athletes and celebrities. The research engine is a hallmark of the SteelbergsÌ¢‰âÂ‰ã¢ approach to entrepreneurship; because it applies proprietary, robust technology to a business in order to dramatically increase market adoption and growth.    Endorsements:  Advertisers use BATÌ¢‰âÂ‰ã¢s Endorsement Platform to identify, license, and activate the most effective talent for their campaigns. BATÌ¢‰âÂ‰ã¢s technology makes the process of securing endorsement talent much easier and more cost-efficient for advertisers. Instead of six-month contract negotiations and six-figure budgets, advertisers can activate endorsement campaigns featuring the most effective talent for a given campaign in a matter of days, and for a fraction of the cost.  BAT powers endorsement opportunities across all media including TV, radio, digital, social, and outdoor, to name a few.  Some of BATÌ¢‰âÂ‰ã¢s advertiser clients include AT&T, Ford, General Motors, InterContinental Hotels, Intuit, McDonalds, Samsung, and Sony.  Interactive Experiences:  In December 2010, Brand Affinity Technologies (BAT) launched Fantapper, a new technology developed exclusively for entertainment and sports fans, based upon fast-growing interest in connecting with celebrities online.  Fantapper populates celebrity and athlete images and stories online with relevant, interactive apps, giving people always-on access to proprietary content, news, YouTube videos, Twitter and Facebook feeds, exclusive celebrity info, and more. More than 700,000 fans have already downloaded Fantapper. Leading web sites, reaching more than 100 million unique users every month Ì¢‰âÂ‰ÛÏ also run the Fantapper application.  BATÌ¢‰âÂ‰ã¢s high-paced growth can be attributed to the merits of BATÌ¢‰âÂ‰ã¢s technology as well as the SteelbergsÌ¢‰âÂ‰ã¢ vision for mutually beneficial, business-accelerating partnerships with some of the most influential media, advertising, and sports companies in the country. BATÌ¢‰âÂ‰ã¢s partnerships include:  Ìâåá       CBS Outdoor Ìâåá       Fox Sports Ìâåá       Getty Images Ìâåá       GMR Marketing Ìâåá       Hearst Media Ìâåá       Major League Baseball Players Association Ìâåá       Major League Baseball Players Alumni Association Ìâåá       Microsoft Advertising Ìâåá       PepsiCo Ìâåá       RCA/Jive Ìâåá      94 talent agencies, including UTA, Athletes First and BDA Sports",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Influencer,Marketing-Content Marketing-Content Distribution-Influencer
33997,CompeteShark,competeshark.com,"Business Intelligence,Business Development,Advertising",CompeteShark is a platform that empowers digital marketers by keeping track of their competitors digital channels and strategies.,"CompeteShark's goal is to make it easier to help your business succeed and ‰ÛÏstand out‰Ûù in a noisy world. They do this by helping you benchmark your web efforts in an increasingly data-driven world.  After building and helping others build successful digital businesses for many years, they realized the best in the businesses win and innovate by constantly experimenting, learning, and being obsessed with customer experience.",Enterprise Apps,Marketing,Social Media Monitoring,0,0,Marketing-Social Media Monitoring-0-0
37413,Granify,granify.com,"E-Commerce,Big Data,Machine Learning,Analytics",Granify employs big data and machine learning technologies to enable online retailers to enhance their sales via a SaaS-based solution.,"Granify is an Edmonton-based company backed by several of the strongest venture capital firms in Canada and the US. They are at the intersection of artificial intelligence and e-commerce, providing a SaaS solution that enables online retailers to maximize their sales by using cutting edge big data and machine learning technologies. They are a small but growing team of eager entrepreneurial individuals that enjoy working in a fun, creative, and agile environment.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
67629,personali,personali.com,"Retail Technology,E-Commerce","Our Intelligent Incentive platform uses machine learning algorithms, developed by our data scientists and behavioral economists, to perform","Personali helps top-tier retailers increase sales and profitability ‰ÛÒ online and offline ‰ÛÒ by capitalizing on the power of behavioral economics. Our Intelligent Incentive platform offers the ability to elicit, capture and harness shoppers‰Ûª emotional responses, to achieve the highest engagement and encourage increased spend. The platform enables retailers to perform precision targeting of shoppers with personalized incentives, ultimately accelerating sales growth, optimizing profitability, increasing customer loyalty, and helping to deliver seamless shopper experience both offline and online.  Personali is backed by industry leading technology investors Norwest Venture Partners, Cedar Fund and Gemini Partners.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
36983,Sidecar,getsidecar.com,"Software,Information Technology,E-Commerce,Machine Learning,Big Data",Sidecar is an e-commerce marketing company that builds the technology retailers need to optimize cross-channel online shopping campaigns.,"Sidecar is an e-commerce marketing company that builds the advanced technology retailers need to optimize cross-channel online shopping campaigns. With a team of data science and e-commerce experts, our state-of-the-art machine learning engine, and a massive volume of data, Sidecar is the magic behind retail's most efficient and powerful online shopping campaigns.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
95420,MyBuys,mybuys.com,"Personalization,Advertising,Mobile,Email,Social Media",MyBuys provides retailers with individual shopping interests by cross-functionally coordinating with e-commerce sites.,"MyBuys is the leader in cross-channel personalization for retailers. We help marketers increase their marketing effectiveness by learning what individual shoppers like, then using these insights to present them with the most compelling recommendations and offers, coordinated across every channel -- on e-commerce sites, through email, via display ads, on mobile devices, and on Facebook. More than 300 companies, including 75 of the Internet Retailer Top 500, use MyBuys to sell more.   Based in San Mateo, Calif., MyBuys is a privately held company. Visit them online at www.MyBuys.com.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
200680,Bronto,bronto.com,"Email Marketing,SaaS,E-Commerce","Bronto Software provides a cloud-based marketing platform that enables retailers to drive revenue via email, mobile and social campaigns.","Bronto Software provides a cloud-based marketing platform for retailers to drive revenue through their email, mobile and social campaigns. The leading email marketing provider to the Internet Retailer Top 1000, Bronto is used by top brands worldwide, including Armani Exchange, Timex, Samsonite and Gander Mountain. The company is headquartered in Durham, NC with an office in London, UK. For more information, visit bronto.com.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
93846,MarketLive,marketlive.com,"Internet,E-Commerce,Retail Technology","MarketLive, an e-commerce retail technology platform, helps fast-growing companies sell goods and services across multiple channels.","Since 1995, [MarketLive](http://www.marketlive.com/) has provided world class eCommerce technology and expert services that help fast-growing companies successfully sell goods and services across multiple channels.   Designed to meet the unique requirements of catalogers, retailers, direct marketers, and manufacturers, the extensible MarketLiveå¨ eCommerce Suite and MarketLive's best practices-based Intelligent Sellingå¨ methodology enable merchants to enhance customer experience online while dramatically improving acquisition, conversion, and retention rates.   MarketLive powers many leading eCommerce sites, including Peruvian Connection, Learning Resources, Sports Chalet, Jessica Simpson, Warner Brothers, Cost Plus World Market, Helzberg Diamonds, and Party City, and Armani/Exchange, to name a few.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
76435,Windsor Circle,windsorcircle.com,"E-Commerce,Retail,Marketing Automation,Direct Marketing,Information Technology,Email Marketing",Windsor Circle is a Predictive Lifecycle and Retention Marketing Platform. We Help Retailers Grow LTV and Increase Customer Retention,"Windsor Circle, Inc. provides eCommerce, retail, and customer intelligence software to online marketers to automatically build and update customer segments based on purchase history information. The company offers an all-in-one Retention Marketing Platform that integrates clients‰Ûª eCommerce and email platforms; provides automated analysis of their customer, product, and purchase data; and enables instant marketing action by updating targeted customer segments in their email accounts. It allows clients to integrate their eCommerce, analytics, and email platforms; helps retailers to connect, analyze, and act; and provides retention marketing strategy and automation solutions. The company provides retail, customer, and business intelligence solutions. Windsor Circle, Inc. was incorporated in 2011 and is based in Durham, North Carolina.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
137554,Kevy,kevy.com,"Email Marketing,Marketing Automation,E-Commerce",Kevy is an email marketing automation platform.,"Kevy is a marketing automation platform built uniquely for ecommerce.  Through Kevy,‰ÛÜ ‰ÛÜr‰ÛÜetailers can engage‰ÛÜ ‰ÛÜwith shoppers‰ÛÜ ‰ÛÜthrough messages catered to their unique interests and behaviors ‰ÛÒ all in real-time and at‰ÛÜ ‰ÛÜmassive scales.  Kevy built a proprietary rules engine that is able to track and learn patterns of every online shopper. Through this engine, retailers are able to trigger personalized messages‰ÛÜ ‰ÛÜbased on behaviors, locations, purchases or even preferences.   Through Kevy consumers are no longer faced with the same generic shopping experience, and retailers have the insights and tools needed to convert visitors‰ÛÜ ‰ÛÜand grow revenue.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
96389,Nimblefish,nimblefish.com,"Email,Video,Advertising",Nimblefish Technologies provides automated marketing engines for marketers.,"Nimblefish Technologies, Inc. provides automated marketing engines to the marketers. It offers Nimblefish Marketing Engine Suite, which enables companies to find customer's specific needs and respond with customized product information across multi-channel selling environments, including video, Websites, email, and print; Nimblefish Advisor that enables to respond through a video-based advice; and Nimblefish Nurture, which automatically triggers appropriate messages to the customer interests through customized email or direct mail. The company also provides strategy, creative, measurement and analytics, data management and integration, and client services. Nimblefish Technologies, Inc. was founded in 1999 and is headquartered in San Francisco, California.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
67436,PatientPop,patientpop.com,"Health Care,SaaS,Internet",The first all-in-one practice growth platform for healthcare providers.,PatientPop is the first practice growth platform for healthcare providers‰ÛÓtransforming the way every doctor promotes and advances their practice.,Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
58124,Fohr Card,fohrcard.com,"Digital Media,Social Media,Fashion","Fohr Card provides detailed information about social media reach, including OAuth-verified stats on traffic, social media follower count.","With more than 11,500 blogs and 50 filters (location, category and social media engagement), Fohr Card allows you to find the right blog for your next campaign, show or event.  Each Fohr Card profile contains detailed information about their social media reach, including OAuth-verified stats on traffic, social media follower count and engagement (Google Analytics, Twitter, Tumblr, Instagram, Facebook and YouTube). Each profile also contains links to past brand work and press.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Influencer,Marketing-Content Marketing-Content Distribution-Influencer
77172,Zenreach,zenreach.com,"Email Marketing,Marketing Automation,Software,CRM",Zenreach modernizes marketing for the offline world.,"Zenreach was created to solve one of the most important problems in the modern economy‰ÛÓthe majority of our time is being spent online, yet over 90% of purchasing still happens offline ‰ÛÓ and there is no link between the two systems. Brick-and-mortar merchants are working decades behind their online counterparts without essential data and tools. We created Zenreach to give them the same level of technology and transparency that anyone operating online has come to expect.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
85263,Distribion,distribion.com,"Marketing Automation,Software",Distribion is a leading provider of web-based software that allows marketers to manage the complex needs of distributed marketing,"Distribion is a leading provider of web-based software that allows marketers to manage the complex needs of distributed marketing organizations through a single integrated platform. Corporate and local marketers, field sales and marketing partners can efficiently create, store, localize, manage and measure marketing communications across channels.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
35898,Fan Appz,fanappz.com,"Social Media Marketing,Mobile,Software,Social Media",Fan Appz provides mobile and digital solutions to help consumer brands acquire new customers and grow existing customer relationships.,"Fan Appz provides mobile and digital solutions to help consumer brands acquire new customers and grow existing customer relationships.  Based in Los Angeles, CA, Fan Appz is led by founder and CEO Jon Siegal, an early pioneer in the area of technology-enabled CRM and marketing.  Siegal was previously a VP of Sales at Siebel Systems, where he helped grow the company from $40 million to $2 billion in annual revenue.  The Fan Appz Board of Directors and Advisors includes current and former executives from Gap, Inc., Donaldson Lufkin & Jenrette, Brillstein Entertainment Partners, Siebel Systems, Business.com, as well as present Directors at Open Table, Avon Products, Big Brothers Big Sisters of America, and Salesforce.com.",Enterprise Apps,Marketing,Account Based Marketing,0,0,Marketing-Account Based Marketing-0-0
321893,Socialyzer,socialyzerhq.com,"Big Data,Social Media,Analytics",Socialyzer is a predictive analytics platform that brings deep social insights and real-time optimization to social marketing.,"Socialyzer is a predictive analytics platform that brings deep social insights and real-time optimization to social marketing.  The Socialyzer Optimization Engine is able to predict the perfect time for a particular user to share content to Twitter, Facebook or LinkedIn, and generates up to 250% more clicks and up to 160% more retweets.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Social Media,Marketing-Content Marketing-Content Distribution-Social Media
69009,Quiet,quiet.ly,"Content Marketing,Publishing",We help brands and publishers create amazing content.,"Every brand has distribution channels like a blog, newsletter and social. Moreover, every brand needs content to fill these channels. Quietly helps brands and publishers develop data-driven content that focuses on timeless topics to be promoted (and re-promoted) to increase reach, traffic and revenue. Using our proprietary tools and analytics, keyword trends and competitive landscape research, Quietly helps shape evergreen content marketing opportunities through a thoughtful and strategic approach.",Enterprise Apps,Marketing,Content Marketing,Content Creation,0,Marketing-Content Marketing-Content Creation-0
94677,Mineful,mineful.com,"Analytics,Business Intelligence,Advertising,Enterprise Software",Mineful is a customer analytics and marketing automation tool for online businesses.,"Mineful automates customer retention for online businesses.  With automated actions based on customers intelligence, we help retailers and mobile apps retain more customers and increase repeat purchases.  With Mineful, data integration is easy. Currently we leverage the API of Shopify and Yahoo! and plan to add more soon. Clients also upload data using our well documented API.   Once the data is in, Mineful uses per-built algorithms and user generated rules to trigger emails to shoppers and alerts to business owners. Using purchasing behavior, Mineful is far superior at the timing and content of offerings to entice customers to return to the store and increase customer lifetime value. It's self learning methodology, improves email efficiency as it starts to collect responses to various email campaigns and adjusts automatically to send the most efficient email to each customer type.  Mineful also tracks customer-centric metrics and trends them to show our clients how they improve with time. Examples include: customer lifetime revenue, retention rates, average purchase, and other RFM analyses metrics.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
45498,Social Touch,social-touch.com,"Marketing,Mobile,Social Media","Social Touch has been to China 's social marketing needs of our customers as the center, the Chinese social marketing multi-platform","Social Touch has been to China 's social marketing needs of our customers as the center, the Chinese social marketing multi-platform environments based on a deep understanding of , and constantly improve their social marketing SaaS platform , social platform for big data analytics , and social marketing integration Services product optimization.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Social Media,Marketing-Content Marketing-Content Distribution-Social Media
