company_name,domain_name,id,horizontal,technology_segment1,technology_segment2,technology_segment3,ml_segment_data1_ap4_t1,ml_segment_data2_ap4_t1,business_model,specialties,short_description,about_us
AutoGravity,autogravity.com,32022,FinTech,Alternative lending,Consumer lending,Auto Loans ,Others,Auto Loans ,Alternative lending-Consumer lending-Auto Loans ,"automotive, finance, mobile",AutoGravityâ€™s unique mobile platform delivers auto financing to the palm of your hand.,"AutoGravity is a FinTech pioneer on a mission to transform the process of financing a car with its unique digital experience. AutoGravity partners with the worldâ€™s leading banks to give consumers direct control over financing their cars through their smartphones. Offering a simple mobile platform, AutoGravity empowers customers with multiple loan offers and its network of trusted car dealerships.Â  Headquartered in Irvine, CA, AutoGravity was founded by a team of digital natives and industry veterans.Â  To learn more, visit www.autogravity.com and follow @AutoGravityHQ on Twitter."
Qbera,qbera.com,68852,FinTech,Alternative lending,Consumer lending,Personal loans,Personal loans,Others,Alternative lending-Consumer lending-Personal loans,financial services,Qbera is a managed marketplace for unsecured personal loans.,"Qbera is a managed marketplace for unsecured personal loans that leverages tech-enabled acquisition, underwriting and loan processing capabilities to offer credit products co-created with banks that are part of Qbera's multi-lender network. Such origination of assets against a bankâ€™s liabilities is performed in a hybrid lending model wherein Qbera shares some of the risk with the bank.
Banks and NBFCs plug their balance sheet into Qbera to tap into new customer segments using Qberaâ€™s programmatic lending solution and benefit from lower operating expense, data-driven underwriting and credit decisioning, reduction in turnaround time, no cost of customer acquisition, proven technology and increase in profitability.
Qbera has capabilities across the lending lifecycle:
1.    Acquisition: We have an omni-channel borrower sourcing funnel that taps into best-in-class digital acquisition strategies and tech-enabled offline partners. We operate a Lending-as-a-Service (LaaS) model for our customer acquisition partners which enables them to offer credit products to their customers.
2.    Underwriting: Validated risk strategy and scorecards that are hosted on sophisticated data-driven rules engine. Extending access to credit to salaried employees of more than 7 lakh companies.
3.    Fulfilment: Paper-less delivery of loans. Digital verification of residence, income and employment for majority of borrowers.
4.    Servicing: Proprietary Loan Management System (LMS) with a powerful customer relationship management platform for automated/self-service along with a dedicated contact center team.
5.    Collections: Data-driven early warning systems that track and provide flexibility to stressed borrowers for them to remain financially buoyant."
Self Lender,selflender.com,44741,FinTech,Alternative lending,Consumer lending,Personal loans,Personal loans,Others,Alternative lending-Consumer lending-Personal loans,"fintech, internet, personal finance",self lender helps people build credit with a simple savings plan.,"Self Lender is helping thousands of people begin their financial journey with a credit builder account. They understand that building a financial foundation is a daunting task for most people, so they're dedicated to building a product that will help their customers move two steps in the right direction."
"LendKey Technologies, Inc.",lendkey.com,92861,FinTech,Alternative lending,Consumer lending,Education Loans ,Others,Education Loans ,Alternative lending-Consumer lending-Education Loans ,"consumer lending, finance, fintech",LendKey Technologies develops a cloud-based platform which connects lenders with borrowers and facilitates online lending of loans.,"LendKey is a financial technology company that creates white-labeled lending solutions that transform financial institutions into profitable digital lending businesses. The company manages the entire lending process, which includes: demand generation, online decisioning, loan origination, customer service and balance sheet management. Based in New York and Cincinnati, the company was founded in 2009."
Iqianbang,iqianbang.com,168995,FinTech,Alternative Lending ,Consumer lending,Working Capital ,Working Capital ,Others,Alternative Lending -Consumer lending-Working Capital ,"asset management, financial services, lending",Iqianbang helps you make money online investment and financial platform for investment and financial users and loan users.,"Iqianbang helps you make money online investment and financial platform for investment and financial users and loan users at both ends to provide fair, transparent, safe and efficient network loan management services."
Juvo,juvo.com,39070,FinTech,Alternative lending,Credit rating platforms,0,Others,Credit rating platforms,Alternative lending-Credit rating platforms-0,"fintech, micro lending, personal finance","Juvo establishes financial identities for the billions of people worldwide who are creditworthy, yet financially excluded.","Juvo was founded with an overarching vision: to establish financial identities for the billions of people worldwide who are creditworthy, yet financially excluded. In partnership with mobile network operators, Juvoâ€™s proprietary Identity Scoring technology uses data science, machine learning and game mechanics to create an identity-based relationship with anonymous prepaid users, opening up access to otherwise unattainable mobile financial services.  
Juvo is a privately held company backed by global business leaders and luminaries in the world of tech, mobile and finance. Its executive team comprises accomplished industry leaders across the data science, consumer internet, financial services and mobile telecom fields.
Specialties:
FinTech, Mobile Telecoms, Consumer Internet, Data Science"
Bread,getbread.com,109558,FinTech,Alternative lending,Consumer lending,Purchase Financing ,Purchase Financing ,Others,Alternative lending-Consumer lending-Purchase Financing ,"consumer lending, financial services, fintech",Bread partners with retailers to offer pay-over-time solutions that make financing easier and more transparent.,"Bread partners with retailers to offer pay-over-time solutions that make financing easier and more transparent. We use technology to advance consumer-friendly credit by improving access, transparency, ease-of-use, and cost. Our products help our merchant partners grow their sales by making their products accessible to more consumers. Bread was founded in 2014 and is based in New York, NY."
Dianrong,dianrong.com,34803,FinTech,Alternative Lending ,Consumer lending,Working Capital ,Working Capital ,Others,Alternative Lending -Consumer lending-Working Capital ,"credit, finance, fintech, internet",An online marketplace lending company thatâ€™s using technology to transform the way China is financed to help enrich peopleâ€™s lives.,"Dianrong offers individuals and small and medium-sized enterprises a comprehensive, one-stop financial platform supported by industry-leading technology, compliance and transparency. The companyâ€™s sophisticated and flexible infrastructure enables it to design and customize lending and borrowing products and services, based on industry-specific data and insights, all supported by online risk-management and operation tools."
Kabbage,kabbage.com,92094,FinTech,Alternative lending,Commercial Lending,Working Capital ,Working Capital ,Others,Alternative lending-Commercial Lending-Working Capital ,"credit, finance, fintech, lending",Kabbage is a financial technology company. Its fully automated technology and data platform powers lending directly and for its partners.,"Kabbage, Inc. is a financial technology and data company that pioneered a new, automated way to lend money to small businesses and consumers. The company simplified the manual application process to one that is 100% online and automated. Businesses and consumers can use their own data to submit an application online and receive an immediate decision and access to funds on the spot. 
Kabbage leverages data generated such as revenue, accounting data, business transactions, shipping data, social media and other sources to understand a businessâ€™s overall health and calculate credit lines throughout the customer lifecycle. 
The company began making its first loans to online merchants in 2011 and extended its lending to all small businesses â€“ online and brick-and-mortar â€“ in February 2014. 
In November 2013, Kabbage expanded its business to mobile with an iOS and Android app that enables users to apply or access their funds from their smartphones.
Kabbage's first expansion of its technology and data platform was to launch Karrot personal loans in 2014. Karrot is the only fully automated personal loan product that can verify 100% of a personâ€™s income. Karrot also provides an immediate answer and access to funds as soon as the next day.
Kabbage expanded the application of its platform in March 2015 by licensing the data and technology platform to power lending for other organizations. The company was named one of Forbes magazineâ€™s Most Promising Companies list for the second year in a row. Kabbage further extended its lending reach in May 2015 with the announcement of the new Kabbage Card, which gives businesses the ability to pay for items at the point of sale with a purchasing card tied to their Kabbage account. Kabbage also collaborated with MasterCard in May 2015 to make Kabbageâ€™s data and technology platform available through MasterCardâ€™s network of acquirers. 
In August 2015, Kabbage was named the 36th fastest-growing private company in America on the Inc. 500 list. In October 2015, Kabbage completed a Series E funding round of $135 million led by Reverence Capital Partners. Hollandâ€™sÂ ING, Spainâ€™sÂ SantanderÂ (via InnoVentures, Santander's venture capital arm); and Canadaâ€™sÂ ScotiabankÂ also participated in the round. Kabbage also announced a strategic partnership with INGÂ to deliver instant capital to small businesses throughout Spain. 
In June 2016, Kabbage was named to CNBC's annual Disruptor 50 list of the most forward-thinking and ambitious companies that are revolutionizing industries and markets worldwide. Two months later, Kabbage was named to the Inc. 500 list of the country's fastest-growing private companies for the second year in a row 
In August 2016, Kroll Bond Rating Agency (KBRA) upgraded and affirmed ratings on Class A2-2 Certificates issued by Kabbage Funding 2014-1 Resecurization Trust. The certificates were upgraded from BBB+(sf) to A-(sf) based on structural improvements to the transactionâ€™s concentration requirements and the existence of more historical data relating to Kabbageâ€™s collateral. KBRA also affirmed the ratings on the Class B2A Certificates of BB-(sf), Class B2B Certificates of BB-(sf) and Class B2C Certificates of B+(sf), which were initially rated in November 2015."
Renew Financial,renewfinancial.com,100310,FinTech,Alternative lending,Consumer lending,Mortgages,Others,Mortgages,Alternative lending-Consumer lending-Mortgages,"clean energy, finance, fintech, renewable energy","Renew Financial was founded in 2008 by Cisco DeVries, who originated the idea of the Property Assessed Clean Energy (PACE) financing model.","Renew Financial provides financing solutions that help efficiency and renewable energy contractors grow their businesses while promoting energy independence. Its aim is to develop advanced financing designed to transform Americaâ€™s economy to clean energy. The companyâ€™s financing products include PACE financing model and the Warehouse for Energy Efficiency Loans, which opens the residential energy efficiency finance market to large institutional investors. Founded in 2008 by Cisco DeVries, Renew Financial has a partnership with SolarCity targeted at small- and medium-sized businesses utilizing PACE."
Populous,populous.co,169587,FinTech,Alternative lending,Commercial Lending,Working Capital ,Working Capital ,Others,Alternative lending-Commercial Lending-Working Capital ,"financial services, lending",Populous is an invoice and trade finance platform built using the latest in blockchain technology.,"Populous is an invoice and trade finance platform built using the latest in blockchain technology. Populous uses XBRL, Z Score formula, Smart Contracts, Stable tokens and more to create a unique trading environment for investors and invoice sellers from all around the world. Read more
They at Populous believe they are creating the next generation fnancial marketplace."
Vyze,vyze.com,106955,FinTech,Alternative lending,Consumer lending,Purchase Financing ,Purchase Financing ,Others,Alternative lending-Consumer lending-Purchase Financing ,"consumer lending, customer service, finance, financial services, fintech, retail technology, venture capital",Vyze offers solutions that enable retailers to offer more payment options for their customers.,Vyze is a financial technology leader in consumer financing solutions. NCL helps merchants launch and implement innovative lending programs that provide more consumers with the financing options they want and need. NCLâ€™s simple solutions deliver increased sales and a better consumer financing experience while giving retailers and manufacturers greater control over their lending options.
DigiLend Analytics & Technology,digilend.in,171743,FinTech,Alternative lending,Consumer lending,Personal loans,Personal loans,Others,Alternative lending-Consumer lending-Personal loans,financial services,DigiLend Analytics & Technology is a marketplace that enables individuals like you to avail unsecured personal loans.,"DigiLend is a marketplace that enables individuals like you to avail unsecured personal loans for different needs like education, travel, holidays, wedding, home improvement, debt consolidation, emergency needs etc. If you need a cash loan or a bank loan, look no further. We provide online, instant and quick loans at competitive interest rates. It is DigiLendâ€™s endeavour to make getting a loan easier for you by doing an online and instant credit evaluation and connecting you with the right lender. We provide everyone with easy and convenient access to credit."
"Insikt, Inc.",insikt.com,61360,FinTech,Alternative lending,White label Platform,0,Others,White label Platform,Alternative lending-White label Platform-0,"banking, financial services, fintech, software",Insikt is reinventing the world of fintech with a revolutionary platform enabling brands to lend to customers through Lending as a Service.,"Insikt sprung from our realization that brands, not banks, will be the lenders of tomorrow. Traditional banks have little interest in making small personal loans, haven't kept up with the fast-paced world of technology, and are unequipped to harness the power of data in the evolving world of finance. 
Insikt's unique, data driven technology, combined with other notable strides in fintech, is reinventing the world of lending to bring credit and opportunity to the masses. As social media and other technologies create new relationships with consumers, tomorrowâ€™s lenders will be media giants, retailers, and everyday brands, offering their customers a path into the financial mainstream. 
We believe that our remarkable platform, which handles scoring, servicing, technology and capital, is the future of lending. â€œLending as a Service,"" as we describe this process, puts the power to provide fairly priced, credit-building personal loans directly in the hands of brands seeking to deepen their bonds with customers.
Stay Tuned. We're just getting started."
Simpl,getsimpl.com,130905,FinTech,Alternative lending,Consumer lending,Purchase Financing ,Purchase Financing ,Others,Alternative lending-Consumer lending-Purchase Financing ,"fintech, payments","Simpl's mission is to make money simple, so that people can live well and do amazing thing.","Simplâ€™s mission is to make money simple, so that people can live well and do amazing things. 
Simplâ€™s first product is a payment option that lets you skip paying repeatedly. Instead, you can pay later for multiple orders, in one go. No more multiple verifications, payment failures, or fumbling for change once your order arrives."
Capital Float,capitalfloat.com,33209,FinTech,Alternative lending,Commercial Lending,Working Capital ,Working Capital ,Others,Alternative lending-Commercial Lending-Working Capital ,"financial services, fintech, small and medium businesses",Capital Float is an online platform that provides working capital finance to SMEs in India.,"Capital Float is an online platform that provides working capital finance to SMEs in India. We offer flexible, short-term loans that can be used to purchase inventory, service new orders or optimize cash cycles. Borrowers can apply online in minutes, select desired repayment terms and receive funds in their bank accounts in 7 days with minimal hassle."
AutoFi,autofi.com,32020,FinTech,Alternative lending,Consumer lending,Auto Loans ,Others,Auto Loans ,Alternative lending-Consumer lending-Auto Loans ,"automotive, financial services, point of sale",AutoFi is a point of sale solution for financing a vehicle online,AutoFi is an online point of sale financing solution that allows consumers to purchase and finance a vehicle entirely online through a seamless user experience and an automated application and approval process
Blend,blend.com,32572,FinTech,Alternative lending,Loan management platform,0,Others,Loan management platform,Alternative lending-Loan management platform-0,"enterprise, financial services, fintech, home services","Blend's technology empowers top mortgage lenders to be more efficient, compliant, and borrower-friendly.","Blend is a Silicon Valley technology company transforming the consumer lending ecosystem. Blend's technology delivers speed and efficiency to lenders, so they can serve the modern borrower and safely navigate the industry's changing rules and regulations. 
Founded in May 2012, Blend is backed by Greylock Partners, Emergence Capital, 8VC, Founders Fund, Andreessen Horowitz, Lightspeed, Nyca, Max Levchin, and other leading venture investors. To learn more, visit: blend.com/"
Ace Cash Express,acecashexpress.com,179590,FinTech,Alternative lending,Consumer lending,Personal loans,Personal loans,Others,Alternative lending-Consumer lending-Personal loans,,Ace Cash Express is a provider of payday loans and prepaid debit cards.,we cash all kinds of payroll checks
Ascentium Capital,ascentiumcapital.com,188088,FinTech,Alternative lending,Commercial Lending,Term loans,Term loans,Others,Alternative lending-Commercial Lending-Term loans,financial services,Ascentium Capital is an independent equipment finance company.,"Ascentium Capital LLC specializes in providing a broad range of financing, leasing and working capital loans. The company's offering benefits equipment manufacturers and distributors as well as direct to businesses nationwide."
Bankbazaar,bankbazaar.com,80465,FinTech,Alternative lending,Lead generation platform,0,Lead generation platform,Others,Alternative lending-Lead generation platform-0,,BankBazaar is the world's first neutral online marketplace for instant customised rate quotes on loans and credit cards.,#N/A
BoeFly,boefly.com,196426,FinTech,Alternative lending,Commercial Lending,Term loans,Term loans,Others,Alternative lending-Commercial Lending-Term loans,"consumer lending, fintech, lending, marketplace",Connecting Business Borrowers & Lenders,"Based in New York, United States, BoeFly is an online marketplace that leverages proprietary technology to transform that way commercial transactions are conducted. It acts as an online exchange that connects all parties involved in a transaction, thereby simplifying loan origination and secondary market loan sales. Borrowers build a complete decision-ready loan request online using â€œSmartFormâ€ technology which, when completed, provides the information that over 3,600 lenders nationwide. Once the matching technology identifies compatible lenders, borrowers then have complete control over which lenders can instantly access their loan request. The company was founded in 2008."
Canada-Payday-Loans,canada-payday-loans.com,120379,FinTech,Alternative lending,Consumer lending,Personal loans,Personal loans,Others,Alternative lending-Consumer lending-Personal loans,,An instant approved online payday loans services in Canada.,Canada-Payday-Loans are fastest growing online payday loans firm in Canada.We completely understands your financial needs and determined to serve you the best.Canada-Payday-Loans offers hassle free online payday loans services with no charging fees.Your loan approval is our responsibility.Open 24 hours.
CareCap,carecap.com,201259,FinTech,Alternative lending,White label Platform,0,Others,White label Platform,Alternative lending-White label Platform-0,"financial services, information technology, payments","CareCap is a cloud-based payment management system enabling businesses to provide customers with easy, custom, and automated payment plans.","A growing number of consumers lack the ability to pay in-full for needed goods and services at the point of purchase. 
CareCap is a cloud-based payment management system enabling businesses to provide customers with easy, custom, and automated ways to pay over time.
 -- E-invoicing 
 -- Subscription
 -- Payment Plans"
CGTZ,cgtz.com,121015,FinTech,Alternative Lending ,Commercial Lending,Working Capital ,Working Capital ,Others,Alternative Lending -Commercial Lending-Working Capital ,risk management,CGTZ,#N/A
Cointribe,cointribe.com,122343,FinTech,Alternative lending,Commercial Lending,Term loans,Term loans,Others,Alternative lending-Commercial Lending-Term loans,"consumer lending, credit, finance, financial services",CoinTribe is an online lending marketplace that provides small business and salaried individuals way to get funds/capital.,"Cointribe operates an online lending marketplace that enables small business and salaried individuals to get funds and capital. The companyâ€™s service enables companies to apply for business and personal loans through its website or mobile application.
Cointribe was founded by Amit Sachdev and Rohit Lohia in 2015 and is headquartered in Gurgaon, India."
Confident Financial Solutions,mycfsapp.com,272320,FinTech,Alternative lending,Consumer lending,Personal loans,Personal loans,Others,Alternative lending-Consumer lending-Personal loans,,Confident Financial Solutions (CFS) offers the highest quality financial solutions for automotive service centers and their customers.,#N/A
Credit Sudhaar,creditsudhaar.com,210917,FinTech,Alternative lending,Credit rating platforms,0,Others,Credit rating platforms,Alternative lending-Credit rating platforms-0,financial services,Credit Sudhaar is a credit health management company which reviews credit scores of individuals and helps them improve it.,"Credit Sudhaar is an online platform that provides its clients with credit advisory services. It also offers financial products customized to match its usersâ€™ credit profiles.
Credit Sudhaar provides its clients with various credit and financial tools such as a free credit score, credit score simulator, and a wide range of analytical assessments that help them have an in-depth understanding of their current credit status.
Headquartered in Mumbai, Maharashtra, Credit Sudhaar has offices in Bangalore and Kolkata. It was founded by Gaurav wadhwani and Arun Ramamurthy in 2010."
De Crowdfunding Alliantie,crowdfundingalliantie.nl,211312,FinTech,Alternative lending,Commercial Lending,Term loans,Term loans,Others,Alternative lending-Commercial Lending-Term loans,internet,There are a large number of online crowdfunding platforms where you can go if you want your company take advantage of crowdfunding.,"There are a large number of online crowdfunding platforms where you can go if you want your company take advantage of crowdfunding. Of course you can arrange everything yourself, but how do you a good campaign? It is much easier to get the marketing around crowdfunding from the hands of specialists who have a lot of knowledge and experience."
Direct Lending,directlending.com.my,125112,FinTech,Alternative lending,Consumer lending,Personal loans,Personal loans,Others,Alternative lending-Consumer lending-Personal loans,fintech,Online personal lending platform,"Online personal lending platform that strives to provide a faster, simpler and safer borrowing experience to consumers"
Enova International,enova.com,223480,FinTech,Alternative lending,Consumer lending,Personal loans,Personal loans,Others,Alternative lending-Consumer lending-Personal loans,"finance, financial services","Enova provides reliable, real-time financial options for people facing immediate cash demands.","Enova provides reliable, real-time financial options for everyday, hardworking people facing immediate cash demands. As a global financial resource for under-served consumers, they operate a portfolio of businesses that offer a variety of online credit products and services to more than one million customers in the United States, United Kingdom, Australia and Canada."
Entrepreneurial Finance Lab,eflglobal.com,221156,FinTech,Alternative lending,Credit rating platforms,0,Others,Credit rating platforms,Alternative lending-Credit rating platforms-0,,Entrepreneurial Finance Lab help lenders safely approve more people.,"The Entrepreneurial Finance Lab (EFL) is an innovative financial-technology company which employs psychometric and nontraditional applicant data to create credit scores to measure risk and potential among consumers and small businesses. EFLâ€™s alternative scoring technology enables lenders to measure risk among applicants in the most information-scarce environments. EFL, a product of its early Harvard research, has been recognized by the G-20 as one of the most innovative approaches to SME finance globally. 
EFLâ€™s partners include over thirty retail, MFI, and SME financial institutions across a dozen countries in Africa, Latin America, South Asia, and Southeast Asia. For more information, please visit www.eflglobal.com."
Expanso Capital,expansionadvance.com,35797,FinTech,Alternative lending,Commercial Lending,Working Capital ,Working Capital ,Others,Alternative lending-Commercial Lending-Working Capital ,,Expansion Capital Group is that valued partner for expansion capital solutions.,#N/A
Funding Wizards,fundingwizards.com,129870,FinTech,Alternative lending,Commercial Lending,Term loans,Term loans,Others,Alternative lending-Commercial Lending-Term loans,"finance, financial services, lending",Funding Wizards is a marketplace which connects business owners to a vast network of local and national lenders and investors.,#N/A
Guaranteed Rate,guaranteedrate.com,239458,FinTech,Alternative lending,Consumer lending,Mortgages,Others,Mortgages,Alternative lending-Consumer lending-Mortgages,"finance, financial services, personal finance",Guaranteed Rate provides mortgage lending services such as home loans and home mortgage refinancing services.,#N/A
Hippoteq,mortgagehippo.com,109065,FinTech,Alternative lending,Commercial Lending,Term loans,Term loans,Others,Alternative lending-Commercial Lending-Term loans,,"MortgageHippo is designed to bring simplicity, transparency, and efficiency to an otherwise complicated home loan process.",#N/A
InCred,incred.com,61123,FinTech,Alternative lending,Consumer lending,0,0,Others,Alternative lending-Consumer lending-0,,InCred,#N/A
Instakash,instakash.in,135533,FinTech,Alternative lending,Commercial Lending,Term loans,Term loans,Others,Alternative lending-Commercial Lending-Term loans,"financial services, lending",Instakash's aim to empower small businesses and let them grow by using new methods of lending.,"Instakash has aim to empower small businesses and let them grow by using new methods of lending. They want to transform the experience of borrowing by making it simpler and more efficient. They are currently offering loans and line of credit to small businesses, the application process for which can be completed in minutes.
They strive to make the application, processing and approval as hassle free as possible."
IOU Financial,ioufinancial.com,250702,FinTech,Alternative lending,Commercial Lending,Working Capital ,Working Capital ,Others,Alternative lending-Commercial Lending-Working Capital ,,"IOU Financial focuses on providing small businesses with investments, loans, and advisory services.",Having funded over $200 million is small business loans; IOU Financial has the experience to help any business get what they need. They have offices all over the world and the knowledge and flexibility to get your business the capital it needs to seize the growth opportunities that will help you realize their potential
Kountable,kountable.com,256851,FinTech,Alternative lending,Commercial Lending,Working Capital ,Working Capital ,Others,Alternative lending-Commercial Lending-Working Capital ,fintech,Kountableâ„¢ is a mobile finance platform that facilitates global trade by leveraging business and social connections.,"Kountableâ„¢ is a mobile finance platform that facilitates global trade by leveraging business and social connections. Using our app to identify and empower quality entrepreneurs of small & medium enterprises (SMEs), we validate and qualify purchase orders, synchronize and oversee logistics, and provide trade financing. 
Our mobile app is disrupting complex global trade barriers by bringing accountability and oversight to entrepreneurs who service governments, universities, hospitals, hotels, manufacturers, NGOs and other large enterprises. Kountable entrepreneurs are delivering Fortune 1000 products to developing nations, emerging economies and suppliers historically burdened by logistical, financial and local systemic constraints, as well as gaps in global financial infrastructure. 
Kountableâ€™s app creates a kScoreâ„¢ based on the user's social media and business digital footprint. A kScoreâ„¢, in addition to the KYC protocol, represents verified business and transaction information, customer communication patterns, geographic location and deal validity. 
Kountableâ„¢ uses this data to provide trade financing to the entrepreneurs, effectively turning social capital into financial capital."
Lender Processing Services,lpsvcs.com,262193,FinTech,Alternative lending,Loan management platform,0,Others,Loan management platform,Alternative lending-Loan management platform-0,software,Lender Processing Services provides integrated technology and outsourced services to the mortgage lending industry in the U.S.,"Lender Processing Services, Inc. provides integrated technology and outsourced services to the mortgage lending industry in the United States. It operates in two segments, Technology, Data, and Analytics; and Loan Transaction Services. The Technology, Data, and Analytics segment offers software systems and information solutions that facilitate and automate various business processes across the life cycle of a mortgage. Its applications and services of its technology include mortgage servicing platform for loan setup and ongoing processing, customer service, accounting and reporting, and federal regulatory reporting; Desktop, a Web-based workflow information system; and various software applications and services that facilitate the origination of mortgage loans. This segment also provides data and analytics services, including enhanced property data and information, alternative valuation services, and alternative valuation services. The Loan Transaction Services segment offers customized outsourced business process and information solutions. It provides various settlement services, such as centralized title agency and closing services to financial institution clients; property appraisal services; lenders real estate tax information, federal flood zone certifications, monitoring services, and outsourcing of tax escrow services. This segment also offers default management services, which include foreclosure services, and property inspection and preservation services, as well as asset management, default title, and settlement services. Lender Processing Services, Inc. provides its services primarily to banks, as well as to various financial institutions, mortgage lenders, mortgage loan service providers, and real estate professionals. The company is headquartered in Jacksonville, Florida."
LoanCircle,loancircle.in,139183,FinTech,Alternative lending,Consumer lending,Personal loans,Personal loans,Others,Alternative lending-Consumer lending-Personal loans,"financial services, lending","LoanCircle provides people with quick access to loans, at the best possible rates suited for a person.","LoanCircle aspires to disrupt and redefine the way lending is done in India. Their online platform empowers people who want better and speedier alternatives to existing financing channels, or have so far been underserved by those channels.
They go beyond conventional credit scores, and consider a person's education, work experience, expected career growth, and up to 1000 other data points, while evaluating a loan application.
Their data driven underwriting model lets us identify high quality borrowers, which helps the lenders on their platform make good returns on their investments."
Loquidity,loquidity.com,139434,FinTech,Alternative lending,Commercial Lending,Term loans,Term loans,Others,Alternative lending-Commercial Lending-Term loans,real estate,"Loquidity offers accredited and international investors with curated, locally sourced real estate investment opportunities.","Loquidity is a membership-based platform that offers accredited and international investors with curated, locally sourced real estate investment opportunities. It is the Midwest marketplace for crowd-sourced real estate investments that takes out middlemen to help sponsors fund their projects. 
Loquidity members can view pre-vetted deals and learn more about specific investments; track their progress through an online investor dashboard; receive email updates for each deal; and access Q&A forums. Deals include information such as the estimated annual return, projected length of the investment, property and location information, market analysis, and a profile for all primary parties involved in the investment.
Loquidity was launched in 2014 and its operations are based in Michigan, United States."
Magilla Loans,magillaloans.com,139865,FinTech,Alternative lending,Consumer lending,Mortgages,Others,Mortgages,Alternative lending-Consumer lending-Mortgages,"commercial lending, finance, financial services, lending",Magilla is a search engine for loans that connects borrowers to banks without requesting personal information.,"Magilla Loans is a search engine for loans that connects borrowers to banks without requesting personal information. The platform enables borrowers to search and compare loans without providing a name, social security, or phone number. The loan proposals are presented on its patented MagChartâ„¢, allowing a borrower to easily compare the loan terms and choose a lender. Magilla Loans has funneled over $2B in loans through its website since launching in September of 2015. 
 
Key features:
 
Fast: Loan proposals are typically delivered within a few hours
Anonymous: No name, social security number, or phone number is required
Free: Borrowers never pay any fees  
Safe: No credit check or bank statements required
Simple: After answering a few questions, qualified borrowers receive multiple loan proposals
Authentic: Receive real loan proposals from lenders, not automated lenders 
Time-savings: The quick loan submission process saves time"
Microenergy Credits,microenergycredits.com,267843,FinTech,Alternative lending,Consumer lending,Mortgages,Others,Mortgages,Alternative lending-Consumer lending-Mortgages,"financial services, micro lending",MicroEnergy Credits is a social enterprise that provides consumers in developing countries with clean energy products.,"MicroEnergy Credits is a social enterprise that provides consumers in developing countries with clean energy products. It helps microfinance institutions start clean energy lending programs, strengthens these with cloud-based technology and last-mile services, and scales them with carbon finance.
The companyâ€™s products include heating and cooking stoves, solar and LED lighting products, solar home systems, and water purification systems.
Its Clean Household Package includes a solar light, an efficient stove, and a water filter. The exact product specifications of this package vary locally, depending on its market research and customer feedback in a given location. This package is designed to be locally affordable enough that consumers can pay back a microloan within 8 months.
MicroEnergy Credits was co-founded by [James Dailey](https://www.crunchbase.com/person/james-dailey-2) and [April Allderdice](https://www.crunchbase.com/person/april-allderdice) in 2007 and is based in Seattle, Washington."
Micrograam,micrograam.com,267854,FinTech,Alternative lending,Consumer lending,Micro Finance ,Others,Micro Finance ,Alternative lending-Consumer lending-Micro Finance ,"finance, financial services, micro lending, social entrepreneurship","To build a model through which, with relatively small sums of money, we can enable thousands of people to move away from economic.","We enable rural individuals to obtain small loans for education, farming or business from urban professionals. For certain types of businesses, entrepreneurs can obtain funds in the form of profit-sharing investments rather than loans."
Milaap Social Ventures India Pvt. Ltd,milaap.org,64768,FinTech,Alternative lending,Consumer lending,Micro Finance ,Others,Micro Finance ,Alternative lending-Consumer lending-Micro Finance ,,"Milaap, India's number one crowdfunding platform and website in India. Fundraising and crowdfunding in India simplified.",#N/A
Mortgagebot,mortgagebot.com,270737,FinTech,Alternative lending,Loan management platform,0,Others,Loan management platform,Alternative lending-Loan management platform-0,"consumer, point of sale, software",Mortgagebot is now D and H and they provide financial institutions with software to facilitate mortgage application process.,"Mortgagebot LLC is the industry-leading, Inc. 500 company that provides the unique, award-winning Mortgagebot PowerSiteÃ‚:registered: family of integrated point-of-sale (IPOS) solutions for taking mortgage applications from every mortgage channel: consumer-direct via the Internet, in the branch or call center; or through professional loan officers. Mortgagebot blends its extensive mortgage experience with
leading-edge Ã¢â‚¬Å“software-as-a-serviceÃ¢â‚¬Â (SaaS) technology to create scaleable and affordable Web sites for more than 900 mortgage lenders nationwide."
Network Capital Funding,networkcapital.net,275255,FinTech,Alternative lending,Consumer lending,Mortgages,Others,Mortgages,Alternative lending-Consumer lending-Mortgages,"finance, financial services, residential",INC 500 Magazine recognized financial service firm specializing in residential mortgage refinances and purchases.,"We strive to provide the best customer experience when searching for a home loan. Whether you are still in the process of shopping or have already started the loan process with us we work hard to earn your business. We believe your business is not earned until after your loan is closed and you are completely satisfied.
 Network Capital was recently named as one of the Best Places to Work in Orange County. This fourth annual program was created by the Orange County Business Journal and Best Companies Group. The actual rankings will be published in the Orange County Business Journalâ€™s special report on the Best Places to Work in the October 29, 2012, issue of the Orange County Business Journal*. We are proud to say our employees work hard for you, and they like doing so.
 With support from our technology partners Oracle, Redhat, Microsoft, and Cisco we are able to provide our best in class home loan delivery platform to service our clients. Our system matches you with the best home loan for your situation. We are always thinking of ways to make things easy even at closing. Sign your closing documents electronically anywhere in the country. From the airport to your living room itâ€™s that simple.
 Although we invest in technology we understand our clients are people and that is why a Network Capital home loan specialist will always be available to answer your questions. Our home loan specialists are among the best in the industry with an average of eight years mortgage banking experience.
 With an overall 98% customer satisfaction rate our dedicated home loan specialists will deliver on our promise of high quality service. Pick up the phone, give us a call and let us prove to you that you have made the best choice in a lender."
